Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title,ISRC
77,Without You (feat. Sandro Cavazza),Avicii,9999,,,,SE5R71700101
78,Volare (Nel Blu di Pinto di Blu),Gipsy Kings,9999,,,,GBAAW0202208
79,Ca plane pour moi,Plastic Bertrand,9999,,,,BEB017765001
80,Born to Be Alive - The Original,Patrick Hernandez,9999,,,,FRX957900007
81,Whole Lotta Love - 1990 Remaster,Led Zeppelin,9999,,,,USAT29900471
82,Ein Kompliment,Sportfreunde Stiller,9999,,,,DEN120203570
83,In the Mood - 2006 Remastered Version,Glenn Miller,9999,,,,FR14F3900390
84,Wahnsinn,Wolfgang Petry,9999,,,,DEC739600528
85,Counting Stars,OneRepublic,9999,,,,USUM71301306
86,Dragostea din tei,O-Zone,9999,,,,ROMSA0600487
87,Everybody Hurts,R.E.M.,9999,,,,USWB19901548
88,Just Give Me a Reason (feat. Nate Ruess),P!nk,9999,,,,USRC11200786
89,Joyride,Roxette,9999,,,,SEAMA9079010
90,(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,9999,,,,USMC15486163
91,Bette Davis Eyes,Kim Carnes,9999,,,,USCA28100081
92,Lambada - Version 1989,Kaoma,9999,,,,FR6V89602629
93,Ain't Nobody,Rufus,9999,,,,USWB10104850
94,Have You Ever Seen The Rain,Creedence Clearwater Revival,9999,,,,USC4R0817643
95,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",Bill Medley,9999,,,,USRC10300895
96,Più bella cosa,Eros Ramazzotti,9999,,,,ITB009600582
97,No Son Of Mine,Genesis,9999,,,,GBAAA9100086
98,"Happy - From ""Despicable Me 2""",Pharrell Williams,9999,,,,USQ4E1300686
99,Wonderwall,Oasis,9999,,,,GBAAW9500189
100,You Can't Hurry Love,The Supremes,9999,,,,USMO16600346
101,Gold Digger,Kanye West,9999,,,,USUM70500143
102,Ich will Spass,Markus,9999,,,,DEE868200035
103,Lady - Hear Me Tonight,Modjo,9999,,,,FR9W10100535
104,She Drives Me Crazy,Fine Young Cannibals,9999,,,,USRH10901907
105,Heimweh (Dort wo die Blumen blüh'n),Freddy Quinn,9999,,,,DEF065600010
106,Moskau - 2007 Version,Dschinghis Khan,9999,,,,DEUM70703331
107,Cotton Eye Joe,Rednex,9999,,,,DEA319600881
108,I Can Help,Billy Swan,9999,,,,USSM17400216
109,Dancing In the Dark,Bruce Springsteen,9999,,,,USSM18400416
110,Day-O (The Banana Boat Song),Harry Belafonte,9999,,,,USRC10101309
111,Ich will 'nen Cowboy als Mann,Gitte Hænning,9999,,,,DEA346300144
112,Break My Heart,Dua Lipa,9999,,,,GBAHT1901303
113,Wrecking Ball,Miley Cyrus,9999,,,,USRC11301214
114,Jailhouse Rock,Elvis Presley,9999,,,,USRC15705223
115,Adore You,Harry Styles,9999,,,,USSM11912588
116,Good Golly Miss Molly,Little Richard,9999,,,,USC4R0817279
117,The Ketchup Song (Aserejé) - Spanglish Version,Las Ketchup,9999,,,,ES5110204224
118,"Relax, Take It Easy",MIKA,9999,,,,USC7R0600114
119,I'm a Believer,The Monkees,9999,,,,USRH10125749
120,Schuld war nur der Bossa Nova,Manuela,9999,,,,DEC736300001
121,I Love It (feat. Charli XCX),Icona Pop,9999,,,,SEWEE1200301
122,World Hold on (Children of the Sky) [Radio Edit],Bob Sinclar,9999,,,,FR4E41811690
123,Born To Be Wild,Steppenwolf,9999,,,,USMC16846563
124,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,9999,,,,GBARL0700173
125,(What A) Wonderful World - Mono,Sam Cooke,9999,,,,USA171920056
126,Männer,Herbert Grönemeyer,9999,,,,DEC610800613
127,You Get What You Give,New Radicals,9999,,,,USMC19858327
128,Mama,Heintje,9999,,,,NLA249700096
129,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,9999,,,,CAC229700120
130,Dancing On The Ceiling,Lionel Richie,9999,,,,USMO18682745
131,Give It Up,KC & The Sunshine Band,9999,,,,NLG620400589
132,Feel,Robbie Williams,9999,,,,GBFFG0200002
133,How You Remind Me,Nickelback,9999,,,,NLA320119533
134,Got My Mind Set On You - Remastered 2004,George Harrison,9999,,,,GBEXP0300054
135,Verdammt Ich lieb' dich,Matthias Reim,9999,,,,DEA340401063
136,"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix",Reel 2 Real,9999,,,,QMRSZ1800990
137,Don't You Want Me,The Human League,9999,,,,GBAAA0200924
138,Drei Uhr Nachts,Mark Forster,9999,,,,DEQ322100065
139,Westerland,Die Ärzte,9999,,,,DEE868800049
140,Every Breath You Take,The Police,9999,,,,GBAAM0201110
141,Bitter Sweet Symphony - Remastered 2016,The Verve,9999,,,,GBUM71601816
142,Gettin' Jiggy Wit It,Will Smith,9999,,,,USSM19702582
143,Barbie Girl,Aqua,9999,,,,DKBKA9700403
144,Pack Die Badehose Ein,Cornelia Froboess,9999,,,,NLG620471403
145,Torn,Natalie Imbruglia,9999,,,,GBARL9700412
146,The Wanderer,Dion,9999,,,,USLA18800001
147,La Bamba - Single Version,Ritchie Valens,9999,,,,USRH10402003
148,Toosie Slide,Drake,9999,,,,USUG12001282
149,drivers license,Olivia Rodrigo,9999,,,,USUG12004749
150,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,9999,,,,USUM71109132
151,Atemlos durch die Nacht,Helene Fischer,9999,,,,DEUM71303188
152,Stop,Spice Girls,9999,,,,GBAAA9710053
153,If You Had My Love,Jennifer Lopez,9999,,,,USSM19900608
154,More Than a Feeling,Boston,9999,,,,USSM17600941
155,Disco Inferno,The Trammps,9999,,,,USAT27600009
156,Someone You Loved,Lewis Capaldi,9999,,,,DEUM71807062
157,"MIEF! (Nimm mich jetzt, auch wenn ich stinke) - Video Version",Die Doofen,9999,,,,DED149500016
158,Sweet Child O' Mine,Guns N' Roses,9999,,,,USGF18714809
159,Your Song,Elton John,9999,,,,GBAMB9500072
160,Congratulations - 1998 Remaster,Cliff Richard,9999,,,,GBAYE9801630
161,You're So Vain,Carly Simon,9999,,,,USEE19900883
162,Easy,Commodores,9999,,,,USMO17700543
163,Forever Young,Alphaville,9999,,,,DEA629260150
164,Maneater,Daryl Hall & John Oates,9999,,,,USRC10301821
165,Rock Me Amadeus,Falco,9999,,,,ATB158500018
166,I Got You Babe,Sonny & Cher,9999,,,,USAT27500019
167,Junge,Die Ärzte,9999,,,,DEUM70708300
168,Everywhere - 2017 Remaster,Fleetwood Mac,9999,,,,USRH11602189
169,Zombie,The Cranberries,9999,,,,USIR29400443
170,Barbra Streisand (Radio Edit),Duck Sauce,9999,,,,GBSXS1000131
171,No One,Alicia Keys,9999,,,,USJAY0700190
172,I Knew You Were Waiting (For Me),George Michael,9999,,,,USAR19800123
173,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,9999,,,,USRH10175221
174,4 Minutes (feat. Justin Timberlake and Timbaland),Madonna,9999,,,,USWB10800435
175,Autobahn,Kraftwerk,9999,,,,GBAYE1601901
176,She's A Lady,Tom Jones,9999,,,,GBF077121420
177,Señorita,Shawn Mendes,9999,,,,USUM71911283
178,Killing Me Softly With His Song,Fugees,9999,,,,USSM19600055
179,Oops!...I Did It Again,Britney Spears,9999,,,,USJI10000100
180,Nur noch kurz die Welt retten,Tim Bendzko,9999,,,,DEE861100047
181,Whatcha Say,Jason Derulo,9999,,,,USWB10901504
182,Abenteuerland,Pur,9999,,,,DEA349503010
183,Talk,Coldplay,9999,,,,GBAYE0500614
184,Somebody That I Used to Know,Gotye,9999,,,,AUZS21100040
185,Fast Car,Tracy Chapman,9999,,,,USEE10180719
186,The Living Years,Mike + The Mechanics,9999,,,,GBHJD8800002
187,Ab in den Süden - Neuaufnahme,Buddy,9999,,,,DEZ921300172
188,The Boy Is Mine,Brandy,9999,,,,USAT29800316
189,All I Have to Do Is Dream,The Everly Brothers,9999,,,,USWB19903268
190,Surfin' U.S.A. (Mono),The Beach Boys,9999,,,,USCA21201943
191,Whole Again,Atomic Kitten,9999,,,,GBAAA0100364
192,Right Here Waiting,Richard Marx,9999,,,,USEM38900208
193,Geboren um zu leben,Unheilig,9999,,,,DEUM70906014
194,Die Nacht von Freitag auf Montag,SDP,9999,,,,DEBL60638248
195,Fallin',Alicia Keys,9999,,,,USJAY0100057
196,Firework,Katy Perry,9999,,,,USCA21001262
197,Genie In a Bottle,Christina Aguilera,9999,,,,USRC19900032
198,Euphoria,Loreen,9999,,,,SEPQA1201986
199,Africa,TOTO,9999,,,,USSM19801941
200,At The Hop,Danny & The Juniors,9999,,,,USMC15919927
201,Mr. Vain,Culture Beat,9999,,,,DEPT99300133
202,Sweet Dreams (Are Made of This),Eurythmics,9999,,,,GBARL8300027
203,All About That Bass,Meghan Trainor,9999,,,,USSM11401317
204,Don't Dream It's Over,Crowded House,9999,,,,USCA28600048
205,Purple Rain,Prince,9999,,,,USWB10001880
206,All of Me,John Legend,9999,,,,USSM11303954
207,Schöner fremder Mann,Connie Francis,9999,,,,USF096125110
208,"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,9999,,,,GBF089400173
209,Gangsta's Paradise,Coolio,9999,,,,USTB10400128
210,"See You Later, Alligator",Bill Haley & His Comets,9999,,,,USMC15588995
211,Jump Around,House Of Pain,9999,,,,USTB10300119
212,Nothing Compares 2 U,Sinéad O'Connor,9999,,,,GBAYK9000017
213,Engel,Rammstein,9999,,,,DED579702410
214,Because of You,Kelly Clarkson,9999,,,,GBCTA0400265
215,Du trägst keine Liebe in dir,Echt,9999,,,,DEL060001400
216,Part-Time Lover,Stevie Wonder,9999,,,,USMO18500543
217,Walk Of Life,Dire Straits,9999,,,,GBF088500675
218,All That She Wants,Ace of Base,9999,,,,SEVJH0803401
219,Alles nur geklaut,Die Prinzen,9999,,,,DEC739300092
220,Waterloo,ABBA,9999,,,,SEAYD7415010
221,Heaven,Bryan Adams,9999,,,,USAM18490004
222,Durch den Monsun - Radio Mix,Tokio Hotel,9999,,,,DEUM70500187
223,The Locomotion,Little Eva,9999,,,,GBAYE6200144
224,Smells Like Teen Spirit,Nirvana,9999,,,,USGF19942501
225,Fly Away,Lenny Kravitz,9999,,,,USVI29800169
226,Smalltown Boy,Bronski Beat,9999,,,,GBAAP0200005
227,Ring of Fire,Johnny Cash,9999,,,,USSM11201688
228,These Boots Are Made for Walkin',Nancy Sinatra,9999,,,,USASE0500005
229,Price Tag,Jessie J,9999,,,,USUM71029357
230,Itsy Bitsy Teenie Weenie Honolulu Strand Bikini,Caterina Valente,9999,,,,NLG620471502
231,Informer,Snow,9999,,,,USEW19300006
232,Das Beste,Silbermond,9999,,,,DEA810600321
233,Celebration,Kool & The Gang,9999,,,,USPR38007190
234,Believe,Cher,9999,,,,GBAHT9803002
235,Knock On Wood,Amii Stewart,9999,,,,USA561379853
236,Mercy,Duffy,9999,,,,GBUM70711275
237,We Are Family - 1995 Remaster,Sister Sledge,9999,,,,USAT20102166
238,In the Summertime,Mungo Jerry,9999,,,,GBAJE7000049
239,Return of the Mack,Mark Morrison,9999,,,,GBAHT0200668
240,Zuckerpuppe (Aus der Bauchtanz-Truppe),Bill Ramsey,9999,,,,DER751508004
241,Nah Neh Nah,Vaya Con Dios,9999,,,,BEF019920015
242,Emanuela,Fettes Brot,9999,,,,DEAH90500015
243,Skandal im Sperrbezirk,Spider Murphy Gang,9999,,,,DEA348101056
244,It's My Life,Bon Jovi,9999,,,,USIR20000145
245,Ganz Paris Traumt Von Der Liebe,Caterina Valente,9999,,,,NLG620471374
246,Crazy In Love (feat. JAY-Z),Beyoncé,9999,,,,USSM10305425
247,Blinding Lights,The Weeknd,9999,,,,USUG11904206
248,Die Gitarre und das Meer - Single Version,Freddy Quinn,9999,,,,DEF065900270
249,Save Tonight,Eagle-Eye Cherry,9999,,,,GBAKW9800044
250,Holding Back the Years - 2008 Remaster,Simply Red,9999,,,,GBCRL0800119
251,Die Eine,Die Firma,9999,,,,DEAS39800010
252,1000 und 1 Nacht - Remastered 2008,Klaus Lage,9999,,,,DEA340800663
253,Die guten Zeiten,Wincent Weiss,9999,,,,DEUM72007091
254,Circles,Post Malone,9999,,,,USUM71915699
255,"Marmor, Stein und Eisen bricht",Drafi Deutscher,9999,,,,DEA619361400
256,Why,Annie Lennox,9999,,,,GBARL9200025
257,Cheap Thrills,Sia,9999,,,,USRC11502935
258,Under Pressure - Remastered 2011,Queen,9999,,,,GBUM71029622
259,Numb / Encore,JAY-Z,9999,,,,USWB10403681
260,Good Vibrations,The Beach Boys,9999,,,,USCA21202140
261,Ain't That A Shame,Fats Domino,9999,,,,USEM38700044
262,Das Boot,U96,9999,,,,DEPI81403435
263,Praise You,Fatboy Slim,9999,,,,GBBMQ9900055
264,Could I Have This Kiss Forever,Enrique Iglesias,9999,,,,USIR19915205
265,Major Tom (...völlig losgelöst),Peter Schilling,9999,,,,DEA629252500
266,Where Is The Love?,Black Eyed Peas,9999,,,,USIR10311862
267,It Wasn't Me,Shaggy,9999,,,,USMC10000393
268,Dance Monkey,Tones And I,9999,,,,QZES71982312
269,It's In The Kiss (The Shoop Shoop Song),Betty Everett,9999,,,,USA371129279
270,I Got You (I Feel Good),James Brown & The Famous Flames,9999,,,,USF066625050
271,Lonely,Akon,9999,,,,USUR10400235
272,Super Freak,Rick James,9999,,,,USMO18100048
273,Tränen lügen nicht,Michael Holm,9999,,,,DEA817400024
274,When a Man Loves a Woman - Mono,Percy Sledge,9999,,,,USAT21403476
275,Blue Bayou,Linda Ronstadt,9999,,,,USEA20100040
276,Jolene,Dolly Parton,9999,,,,USRN19600096
277,Like a Prayer,MadHouse,9999,,,,FRO060200100
278,That's Amore,Dean Martin,9999,,,,USCA20100849
279,Piano Man,Billy Joel,9999,,,,USSM17300504
280,Er hat ein knallrotes Gummiboot,Wencke Myhre,9999,,,,DEF067007130
281,Space Oddity - 1999 Remaster,David Bowie,9999,,,,USJT19900001
282,Anyone,Justin Bieber,9999,,,,USUM72023175
283,Scars To Your Beautiful,Alessia Cara,9999,,,,USUM71506811
284,Get Back - Remastered 2009,The Beatles,9999,,,,GBAYE0601719
285,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,9999,,,,USSM11001353
286,Let's Stick Together,Bryan Ferry,9999,,,,GBAAA9900254
287,Put Your Records On,Corinne Bailey Rae,9999,,,,GBAYE0501671
288,Ice Ice Baby,Vanilla Ice,9999,,,,USSB29000129
289,When I Need You,Leo Sayer,9999,,,,GBBLG7600258
290,bad guy,Billie Eilish,9999,,,,USUM71900764
291,Feel It Still,Portugal. The Man,9999,,,,USAT21700437
292,Shallow - Radio Edit,Lady Gaga,9999,,,,USUM71815945
293,Vom selben Stern - Radio Edit,Ich + Ich,9999,,,,DEUM70701432
294,"Hey, Soul Sister",Train,9999,,,,USSM10904113
295,Can't Help Falling in Love,Elvis Presley,9999,,,,USRC16101350
296,Call on Me - Radio Mix,Eric Prydz,9999,,,,GBCEN0400130
297,I Heard It Through The Grapevine,Marvin Gaye,9999,,,,USMO19582697
298,Ein Bett Im Kornfeld,Jürgen Drews,9999,,,,DELC80800028
299,Dancing in the Moonlight,Toploader,9999,,,,GBBBL9902165
300,Escape (The Pina Colada Song),Rupert Holmes,9999,,,,USMC17948997
301,Thunder,Imagine Dragons,9999,,,,USUM71704167
302,"Oh, Pretty Woman",Roy Orbison,9999,,,,USSM16401425
303,Lollipop,The Chordettes,9999,,,,GBGQH0907437
304,No Woman No Cry,Bob Marley & The Wailers,9999,,,,GBAAN7490002
305,Respect,Aretha Franklin,9999,,,,USAT20801240
306,You Can Get It If You Really Want,Jimmy Cliff,9999,,,,GBAPA7000005
307,Wooly Bully,Sam The Sham & The Pharaohs,9999,,,,USF096525040
308,Fireflies,Owl City,9999,,,,USUM70972068
